product-name,,product-property,compnay-name,product-property 3,product-property 4,product-property 5,auth-gold-span,extra-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-rog-strix-g15-2021-ryzen-9-octa-core-r9-5900hx-16-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-rtx-3050-144-hz-g513qc-hn126t-gaming-laptop/p/itm313bd360b7ee4?pid=COMG4XXAYZKXZNK8&lid=LSTCOMG4XXAYZKXZNK8EYWW6S&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_172&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_GBHgRSUqAJiPsY6a%2BQd99EZ6z4Fk2fG1fVSWzouYCd66%2BPDr%2Br3%2B3zhl3JRclvF6J%2Bdu8q2HhATZBSO0viGB9Q%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹16,165/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-vivobook-15-core-i3-10th-gen-4-gb-1-tb-hdd-windows-10-home-x509fa-br301t-laptop/p/itma04eae8145268?pid=COMG6GEEHGF744HH&lid=LSTCOMG6GEEHGF744HHOHSQ79&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_173&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=49c4f4ab-ef3e-46cd-821d-9e4864906778.COMG6GEEHGF744HH.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/lenovo-ideapad-3-core-i3-10th-gen-4-gb-256-gb-ssd-windows-10-home-14iil05-thin-light-laptop/p/itm191ef58de3cea?pid=COMG6ZFCXRCZTVHW&lid=LSTCOMG6ZFCXRCZTVHWPVPRNF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_174&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=49c4f4ab-ef3e-46cd-821d-9e4864906778.COMG6ZFCXRCZTVHW.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-chromebook-celeron-dual-core-4-gb-64-gb-emmc-storage-chrome-os-c423na-bv0523-thin-light-laptop/p/itmdf5051ab24d27?pid=COMG49CZSTYBPQNX&lid=LSTCOMG49CZSTYBPQNXKPWIYW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_175&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=49c4f4ab-ef3e-46cd-821d-9e4864906778.COMG49CZSTYBPQNX.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,1 Year Onsite Warranty,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹3,499/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-rog-flow-x13-ryzen-9-octa-core-5900hs-32-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-60-hz-gv301qh-k5062ts-2-1-gaming-laptop/p/itmf97f236e03756?pid=COMGYKZ9NBHHG6ZT&lid=LSTCOMGYKZ9NBHHG6ZT8JIZIQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_176&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_GBHgRSUqAJiPsY6a%2BQd99EZ6z4Fk2fG1fVSWzouYCd4UjqrB7oQ0PFPhAUPQ7BLeNnLSY5AXbqcQofC%2Fj6sE4Q%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,34.04 cm (13.4 inch) Touchscreen Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹25,832/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/hp-pavilion-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-14-ec0035au-thin-light-laptop/p/itmf7055ef4f789e?pid=COMG67BXZCXUTPG2&lid=LSTCOMG67BXZCXUTPG2DSOVIY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_177&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=49c4f4ab-ef3e-46cd-821d-9e4864906778.COMG67BXZCXUTPG2.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹19,100",,"No Cost EMI from ₹9,499/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-vivobook-ultra-17-ryzen-5-hexa-core-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-m712ua-au501ts-thin-light-laptop/p/itm8c30929d88354?pid=COMGF8KSHNBHBZAV&lid=LSTCOMGF8KSHNBHBZAVHE9TAO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_178&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=49c4f4ab-ef3e-46cd-821d-9e4864906778.COMGF8KSHNBHBZAV.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,43.94 cm (17.3 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹9,332/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/acer-predator-helios-300-octa-core-i7-10th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-ph315-53-gaming-laptop/p/itmb2022d3889ada?pid=COMGFH8KHCHZBHDQ&lid=LSTCOMGFH8KHCHZBHDQUCRINS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_179&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=49c4f4ab-ef3e-46cd-821d-9e4864906778.COMGFH8KHCHZBHDQ.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,1 TB HDD|256 GB SSD,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹16,665/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/msi-bravo-15-ryzen-5-hexa-core-4600h-16-gb-512-gb-ssd-windows-10-home-4-graphics-amd-radeon-rx-5500m-a4ddr-208in-gaming-laptop/p/itm878509049b9a9?pid=COMFTYB3JHQQ2HBP&lid=LSTCOMFTYB3JHQQ2HBPMFUXWU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_180&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_GBHgRSUqAJiPsY6a%2BQd99EZ6z4Fk2fG1fVSWzouYCd4WW8J8p7blCIYPm77%2BXjBTNZaVcLM6vKRjn4wEK8ekoA%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹12,165/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/hp-14s-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-14s-fq1030au-thin-light-laptop/p/itm7ba3407b2b68c?pid=COMG24PXDNBHZCHG&lid=LSTCOMG24PXDNBHZCHG0THKXH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_181&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=49c4f4ab-ef3e-46cd-821d-9e4864906778.COMG24PXDNBHZCHG.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 Inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/lenovo-core-i3-10th-gen-4-gb-1-tb-hdd-dos-v15-iil-laptop/p/itm1dba892eeccbe?pid=COMG6VRPHC3TYFZX&lid=LSTCOMG6VRPHC3TYFZX7WKJI1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_182&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=49c4f4ab-ef3e-46cd-821d-9e4864906778.COMG6VRPHC3TYFZX.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,38.1 cm (15 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹4,745/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/hp-core-i5-11th-gen-8-gb-32-optane-512-ssd-windows-10-home-15s-fq2071tu-thin-light-laptop/p/itmde195b619beee?pid=COMGYSSUDKJKWFES&lid=LSTCOMGYSSUDKJKWFESCWDOWX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_183&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=49c4f4ab-ef3e-46cd-821d-9e4864906778.COMGYSSUDKJKWFES.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-4600h-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-15arh05-laptop/p/itm5bebf27dba264?pid=COMG36BSYCJQMNSW&lid=LSTCOMG36BSYCJQMNSWZFTKI7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_184&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_GBHgRSUqAJiPsY6a%2BQd99EZ6z4Fk2fG1fVSWzouYCd6j8Tswyq2JK3A4NsBJmoirCYnrl1f5QzxPi4EM1fBDlg%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹10,332/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/nokia-purebook-x14-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-nki510ul85s-thin-light-laptop/p/itmdc10c8866a3a4?pid=COMFUJ4NXDKZ4VFN&lid=LSTCOMFUJ4NXDKZ4VFNROFWVT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_185&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=49c4f4ab-ef3e-46cd-821d-9e4864906778.COMFUJ4NXDKZ4VFN.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹8,332/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/hp-pavilion-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-14-dv0058tu-thin-light-laptop/p/itm62d5ba9907d86?pid=COMGY8RDUVBNK8EC&lid=LSTCOMGY8RDUVBNK8ECT3GAF1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_186&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=49c4f4ab-ef3e-46cd-821d-9e4864906778.COMGY8RDUVBNK8EC.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-rog-zephyrus-g15-ryzen-9-octa-core-5900hs-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-165-hz-ga503qm-hq173ts-gaming-laptop/p/itm731d56e578d8c?pid=COMG5QHNVK9H2ZJ6&lid=LSTCOMG5QHNVK9H2ZJ69XBEQB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_187&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=49c4f4ab-ef3e-46cd-821d-9e4864906778.COMG5QHNVK9H2ZJ6.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹25,100",,"No Cost EMI from ₹5,833/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/msi-alpha-15-ryzen-7-octa-core-5800h-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-amd-radeon-rx6600m-144-hz-b5eek-029in-gaming-laptop/p/itm3df644c09e208?pid=COMG5AWTKZNFCVFT&lid=LSTCOMG5AWTKZNFCVFTYNVREF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_188&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_GBHgRSUqAJiPsY6a%2BQd99EZ6z4Fk2fG1fVSWzouYCd5GHaTf%2BaOKjGc7CaJv74dtpyzULkZeRfQITw1tY0qe9A%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹18,332/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-rog-strix-g15-2021-advantage-ryzen-9-octa-core-5900hx-16-gb-1-tb-ssd-windows-10-home-12-gb-graphics-amd-radeon-rx-6800m-g513qy-hq008ts-gaming-laptop/p/itm0d3e6abec0d1e?pid=COMG5Y8YGWGVWAG6&lid=LSTCOMG5Y8YGWGVWAG65BB4C4&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_189&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=49c4f4ab-ef3e-46cd-821d-9e4864906778.COMG5Y8YGWGVWAG6.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹25,832/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-vivobook-ultra-14-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-x413ea-eb512ts-thin-light-laptop/p/itm76a575962dbe9?pid=COMFWXWWVXPV9PMW&lid=LSTCOMFWXWWVXPV9PMWAEMPNS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_190&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=49c4f4ab-ef3e-46cd-821d-9e4864906778.COMFWXWWVXPV9PMW.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹9,499/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/lenovo-legion-5-core-i7-10th-gen-16-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-15imh05-gaming-laptop/p/itm799c8d74d9b0a?pid=COMG4BHEAZTYYSUM&lid=LSTCOMG4BHEAZTYYSUMBZE5EB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_191&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=49c4f4ab-ef3e-46cd-821d-9e4864906778.COMG4BHEAZTYYSUM.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 Inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹13,915/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-rog-flow-x13-ryzen-7-octa-core-5800hs-16-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-120-hz-gv301qh-k6463ts-2-1-gaming-laptop/p/itma931643df91fc?pid=COMG2DBSBXVZBFZG&lid=LSTCOMG2DBSBXVZBFZGTMOOCT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_192&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_GBHgRSUqAJiPsY6a%2BQd99EZ6z4Fk2fG1fVSWzouYCd4gm3Zrz%2BSSqt4XDJ24pPly53y1LRcxalXrZGA6iGGQyQ%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,34.04 cm (13.4 inch) Touchscreen Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹20,832/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/lenovo-ideapad-3-ryzen-dual-core-3250u-8-gb-256-gb-ssd-windows-10-home-15ada05-thin-light-laptop/p/itm81862162a513b?pid=COMG6AKVWXHNPP4N&lid=LSTCOMG6AKVWXHNPP4NHPDHZA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_193&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5b710073-95b0-4f6d-938b-473f8bd681e1.COMG6AKVWXHNPP4N.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹6,165/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/msi-modern-14-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-b11mou-637in-thin-light-laptop/p/itma6fa97233969e?pid=COMG5AYMUKSXMNFQ&lid=LSTCOMG5AYMUKSXMNFQDFSR8A&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_194&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5b710073-95b0-4f6d-938b-473f8bd681e1.COMG5AYMUKSXMNFQ.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹9,165/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/hp-15s-ryzen-3-dual-core-3250u-8-gb-1-tb-hdd-windows-10-home-15s-gr0011au-thin-light-laptop/p/itma23a328a1f458?pid=COMFZHFWETTEFHVZ&lid=LSTCOMFZHFWETTEFHVZ2OSEK3&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_195&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5b710073-95b0-4f6d-938b-473f8bd681e1.COMFZHFWETTEFHVZ.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹6,499/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/acer-nitro-5-ryzen-hexa-core-5600h-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-an515-45-r3tc-gaming-laptop/p/itm8cb7bd1b888cb?pid=COMGF8EYHYNNGSPV&lid=LSTCOMGF8EYHYNNGSPVQGFH1Z&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_196&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_anFF6%2FrazjzP133bnhakPj4lbA4NSoa%2FUi9vNpcDtD%2BK2Gt3lrMQaZ4PkbzIuXH0kAdPRSaYCSdo5Ulnt9dH5w%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,1 TB HDD|256 GB SSD,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹16,165/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-rog-strix-ryzen-9-octa-core-5900hx-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-g513qm-hf406ts-gaming-laptop/p/itm6303cf8478461?pid=COMG5QHNJZHK9DCF&lid=LSTCOMG5QHNJZHK9DCFZDBGYD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_197&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5b710073-95b0-4f6d-938b-473f8bd681e1.COMG5QHNJZHK9DCF.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹23,499/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
